Salary,Assets,ExistingLoans,CreditScore,NumAccounts,PropertyOwnership,VoterRegistration,TotalIncome,Creditworthy,Fraud
103799,39828,0,601,1,Rents Property,Registered,109544,1,0
85184,47048,1,661,1,Rents Property,Not Registered,86304,1,0
8644,42970,4,670,3,Owns Property,Registered,11255,0,0
72562,56387,0,648,1,Rents Property,Not Registered,75930,1,0
42024,33500,1,601,3,Owns Property,Not Registered,44729,0,0
99178,42653,3,629,1,Rents Property,Registered,101384,0,0
57799,54591,1,761,2,Rents Property,Not Registered,60710,0,0
26343,79846,1,606,1,Rents Property,Not Registered,32588,0,0
23829,53780,0,614,2,Owns Property,Not Registered,30579,0,0
26121,47936,1,602,3,Rents Property,Not Registered,27802,1,0
136719,46365,4,627,1,Owns Property,Registered,145963,0,0
29286,80254,2,657,3,Rents Property,Not Registered,36094,0,0
135047,63800,0,617,3,Owns Property,Registered,143596,1,0
30565,33728,3,614,1,Rents Property,Registered,33333,0,0
148230,20120,1,639,3,Rents Property,Not Registered,150742,1,0
31254,32097,4,792,3,Owns Property,Registered,37974,0,0
15354,52490,2,682,2,Owns Property,Registered,21298,1,0
68204,51225,1,588,2,Rents Property,Not Registered,73939,1,0
78693,53267,2,647,1,Rents Property,Not Registered,83051,0,0
109662,76106,2,634,3,Owns Property,Registered,114206,1,0
35219,52387,1,680,1,Owns Property,Registered,41940,1,0
18326,52087,1,679,2,Owns Property,Registered,22035,1,0
57169,47080,2,703,2,Owns Property,Registered,59138,1,0
70697,55228,2,568,1,Owns Property,Registered,76339,1,0
36355,59929,1,634,1,Owns Property,Registered,44090,0,0
25491,50806,4,678,3,Rents Property,Registered,27503,1,0
62894,32385,3,660,2,Owns Property,Registered,67832,1,0
19644,35111,1,680,3,Rents Property,Not Registered,20319,0,0
53581,58388,1,693,2,Owns Property,Not Registered,60886,1,0
61217,36923,3,698,2,Owns Property,Registered,64427,0,0
15560,46233,1,602,1,Owns Property,Registered,20587,0,0
34023,22759,0,675,3,Rents Property,Registered,39137,1,0
20543,64041,3,783,1,Owns Property,Registered,25726,0,0
105800,41422,4,680,2,Owns Property,Registered,111855,0,0
69408,18469,1,706,1,Owns Property,Registered,77520,1,0
62434,59968,1,635,1,Rents Property,Not Registered,66784,0,0
28075,28922,4,749,3,Rents Property,Registered,32629,1,0
114479,32484,4,667,1,Owns Property,Registered,117228,0,0
98222,62078,4,635,3,Owns Property,Registered,99645,1,1
14247,40814,0,632,1,Rents Property,Registered,18079,1,0
46837,76994,0,606,1,Owns Property,Not Registered,52704,1,0
66072,29369,1,646,1,Rents Property,Registered,70601,1,0
110883,74626,3,629,3,Owns Property,Registered,118495,0,0
16521,34897,3,603,2,Owns Property,Registered,21471,1,0
123073,44818,2,640,2,Rents Property,Registered,130931,0,0
153407,34936,2,654,3,Owns Property,Registered,158673,1,0
126628,66038,1,613,2,Owns Property,Registered,130524,1,0
18925,72912,4,629,3,Owns Property,Registered,21313,0,0
53755,43817,2,659,2,Owns Property,Registered,54082,1,0
53859,45833,2,647,2,Owns Property,Registered,57506,1,0
164118,27145,0,745,1,Rents Property,Registered,170496,0,0
95330,67432,4,682,3,Rents Property,Registered,99460,0,0
121416,35359,1,657,2,Owns Property,Not Registered,124495,1,0
83979,30734,4,640,1,Rents Property,Registered,88755,0,0
71246,49828,1,642,3,Rents Property,Registered,76084,1,0
47213,42604,1,667,2,Rents Property,Registered,51246,1,0
30332,38857,0,679,1,Rents Property,Not Registered,36422,0,0
31433,47481,2,611,1,Rents Property,Registered,36018,0,0
26674,39776,1,626,1,Owns Property,Registered,34747,0,0
23400,52349,1,637,1,Rents Property,Registered,27386,0,0
83262,68431,1,657,2,Owns Property,Registered,86856,0,0
23053,14300,1,622,2,Owns Property,Registered,27444,1,1
72133,55014,4,657,1,Owns Property,Registered,78752,1,0
40476,69958,4,643,3,Rents Property,Registered,46514,1,0
19249,55112,0,682,2,Rents Property,Registered,23170,1,0
16944,68747,3,663,2,Rents Property,Registered,19918,0,0
32747,60606,2,677,2,Owns Property,Registered,35084,0,0
35129,54456,1,702,2,Owns Property,Registered,37787,0,0
42349,29038,3,660,1,Rents Property,Registered,50466,1,0
85289,27962,3,617,2,Rents Property,Registered,88724,1,0
50454,32826,3,662,3,Owns Property,Registered,53853,0,0
17354,65481,1,619,2,Owns Property,Registered,23787,1,0
25638,46857,2,629,1,Owns Property,Registered,30644,0,0
51978,53534,2,731,1,Owns Property,Registered,59043,0,0
18569,54719,1,578,2,Rents Property,Not Registered,26153,1,0
41662,46205,0,700,1,Owns Property,Registered,48913,0,0
135085,49010,0,596,1,Rents Property,Not Registered,139089,0,0
29002,66478,3,660,3,Owns Property,Registered,28863,1,0
134926,43273,1,695,3,Owns Property,Registered,136703,0,0
23007,54300,0,545,2,Owns Property,Not Registered,28154,1,0
17601,39746,4,616,1,Owns Property,Registered,24801,1,0
56063,48470,2,617,3,Owns Property,Registered,59186,0,0
113594,67103,4,619,1,Rents Property,Registered,119425,1,0
120783,50060,4,643,3,Owns Property,Registered,124959,1,0
25269,41084,0,588,3,Owns Property,Registered,33519,1,0
131847,65837,2,665,2,Owns Property,Registered,135724,1,0
44881,69490,4,682,3,Rents Property,Registered,51504,0,0
21282,87396,2,617,3,Owns Property,Not Registered,26007,1,0
22133,54336,4,612,1,Owns Property,Not Registered,27733,0,0
32575,36654,2,646,3,Owns Property,Registered,36567,0,0
23414,39642,1,647,3,Rents Property,Registered,29091,0,0
16920,44875,0,664,1,Owns Property,Registered,17852,0,0
200377,59365,1,692,2,Owns Property,Registered,202771,1,0
71623,35944,2,607,1,Rents Property,Registered,74672,0,0
104678,58556,0,595,2,Owns Property,Registered,110919,1,0
48006,33483,0,711,3,Rents Property,Registered,52314,1,0
70439,46775,3,575,2,Owns Property,Registered,70954,1,0
10242,36819,1,598,2,Owns Property,Registered,15278,0,0
112323,41556,4,672,1,Owns Property,Registered,114292,0,0
100896,68599,0,588,1,Rents Property,Registered,107622,0,0
44379,28107,4,670,2,Owns Property,Registered,50401,1,0
37079,61100,1,681,2,Rents Property,Registered,39157,1,0
28887,52887,3,680,2,Owns Property,Registered,34691,0,0
37611,50799,0,658,2,Owns Property,Registered,45848,0,0
16890,59702,3,592,3,Owns Property,Registered,19187,1,0
87163,50074,3,582,2,Owns Property,Registered,92351,0,1
47738,34598,2,752,2,Rents Property,Registered,53219,0,0
41566,93072,3,679,2,Owns Property,Not Registered,45326,0,0
78082,35653,4,673,3,Rents Property,Registered,83696,1,0
19580,70239,3,635,1,Rents Property,Registered,23460,1,0
32692,32302,2,652,1,Owns Property,Registered,34944,0,0
25096,86482,1,519,3,Rents Property,Registered,31244,0,0
60200,31975,0,668,2,Rents Property,Not Registered,64107,0,0
12598,41874,1,597,2,Rents Property,Registered,15088,0,0
19935,23028,2,617,3,Owns Property,Registered,25816,1,0
117234,41167,4,620,1,Owns Property,Not Registered,122695,1,0
73079,54799,0,667,2,Rents Property,Registered,81147,0,0
41615,44883,4,671,3,Owns Property,Registered,47599,0,0
40209,70042,1,688,3,Rents Property,Not Registered,44371,0,0
82421,50435,0,712,3,Rents Property,Registered,88748,0,0
28457,56616,4,751,2,Rents Property,Registered,31437,1,0
114490,50262,0,596,3,Owns Property,Not Registered,122415,0,0
130382,39598,1,644,1,Owns Property,Not Registered,134208,0,0
15844,80783,4,580,2,Rents Property,Registered,17495,1,0
48369,55396,0,709,3,Owns Property,Registered,52168,0,0
23446,48689,0,644,2,Owns Property,Registered,27393,1,0
27621,31143,4,720,2,Rents Property,Registered,34464,0,0
32654,61027,1,713,3,Rents Property,Registered,35582,0,0
28106,47018,2,669,1,Owns Property,Registered,32143,1,0
51042,58341,0,599,1,Owns Property,Registered,56120,1,0
19443,49951,4,620,1,Owns Property,Registered,24434,1,0
19616,67782,4,692,3,Owns Property,Registered,27786,0,0
38905,75124,4,668,3,Rents Property,Registered,45170,1,0
47847,45514,2,726,2,Owns Property,Registered,51214,1,0
86393,54323,3,632,1,Owns Property,Registered,92699,0,0
64456,32481,4,655,2,Owns Property,Registered,68749,0,0
33028,41214,2,667,2,Owns Property,Not Registered,41540,1,0
87780,41471,3,735,1,Rents Property,Registered,92279,0,0
63825,47775,2,648,2,Owns Property,Registered,70344,1,0
38463,33569,4,650,1,Owns Property,Registered,45649,1,1
78891,45819,0,582,2,Owns Property,Registered,83268,0,0
122439,44278,4,736,3,Owns Property,Registered,127172,1,0
35751,85133,2,690,3,Owns Property,Registered,39890,0,0
127306,39949,4,627,1,Owns Property,Registered,133572,0,0
98673,78832,1,608,3,Rents Property,Registered,108629,0,0
25091,38023,2,633,2,Rents Property,Registered,31257,1,0
84337,53778,2,556,2,Owns Property,Registered,90031,1,0
101975,53117,4,781,3,Rents Property,Registered,105398,0,0
40661,67988,2,591,3,Owns Property,Registered,47809,0,0
115013,65963,2,671,2,Rents Property,Registered,120368,1,0
16447,77249,2,676,2,Owns Property,Registered,26070,0,0
72992,53355,4,658,2,Rents Property,Registered,81452,1,0
53920,64996,4,610,2,Owns Property,Registered,59162,1,0
72040,39810,4,705,1,Owns Property,Not Registered,77695,0,0
25097,40005,4,619,1,Owns Property,Registered,30075,1,0
20577,61087,3,596,1,Owns Property,Not Registered,23611,1,0
13744,57758,0,680,1,Rents Property,Not Registered,20324,0,0
28415,70948,4,683,1,Owns Property,Registered,32997,0,0
94728,49050,2,618,2,Owns Property,Not Registered,103986,0,0
176746,51689,2,589,1,Rents Property,Registered,181883,0,0
76361,31810,1,717,2,Rents Property,Registered,78887,1,0
66737,69293,4,641,2,Rents Property,Registered,72632,1,0
38872,48706,0,684,1,Owns Property,Not Registered,45571,0,0
87948,24297,3,642,1,Owns Property,Registered,94039,0,0
49158,75302,0,639,3,Owns Property,Registered,54785,0,0
27245,68944,1,755,3,Owns Property,Registered,31992,0,0
39860,48693,0,626,2,Rents Property,Registered,45408,0,0
28310,51458,4,653,2,Owns Property,Not Registered,33660,1,0
144555,81036,1,593,1,Owns Property,Registered,147287,0,0
13618,66953,2,695,3,Owns Property,Registered,22604,0,0
21475,52954,4,681,2,Rents Property,Registered,27101,0,0
48250,43091,4,647,2,Owns Property,Registered,53304,0,0
76006,64762,1,628,3,Rents Property,Registered,84379,1,0
93628,51710,3,699,2,Owns Property,Registered,95855,0,0
24549,49348,4,641,3,Rents Property,Registered,34032,1,0
64090,48582,4,704,3,Owns Property,Registered,67523,1,0
75954,93032,3,634,1,Rents Property,Registered,83851,1,0
64239,62095,0,677,2,Owns Property,Registered,67301,1,0
60248,32988,1,637,1,Rents Property,Not Registered,63454,1,0
62921,38223,3,597,1,Owns Property,Registered,69123,0,0
23331,61991,0,609,1,Owns Property,Registered,28765,1,0
40868,28344,3,642,3,Owns Property,Not Registered,44008,1,0
93799,55980,4,636,2,Rents Property,Registered,97116,1,0
129926,36256,0,654,3,Owns Property,Registered,134132,1,0
77220,39814,0,709,2,Owns Property,Registered,84418,1,0
119900,52565,4,569,3,Rents Property,Registered,125481,0,0
30456,45702,2,680,1,Rents Property,Registered,36576,0,0
35811,23548,2,631,2,Owns Property,Not Registered,39745,0,0
38603,47395,1,677,3,Rents Property,Registered,44552,0,0
56866,59805,2,678,1,Owns Property,Registered,59100,1,0
60536,56172,3,699,1,Owns Property,Registered,63824,1,0
30961,70141,4,653,2,Owns Property,Registered,37887,0,0
61750,33688,3,665,1,Owns Property,Not Registered,67374,1,0
15708,58449,0,604,1,Owns Property,Not Registered,24341,0,0
27273,48087,1,646,2,Rents Property,Registered,33568,0,0
38923,46840,3,594,1,Owns Property,Registered,41405,1,0
72398,55873,2,687,3,Owns Property,Registered,79019,1,0
94688,42019,4,619,3,Rents Property,Registered,97045,0,0
115335,40305,2,614,1,Owns Property,Registered,121713,0,0
23194,38704,4,690,3,Owns Property,Registered,27701,0,0
22977,50937,2,618,3,Owns Property,Registered,26584,1,0
91656,51048,2,700,2,Owns Property,Not Registered,96698,1,0
14546,44255,1,649,1,Rents Property,Registered,17173,1,0
9681,63665,3,640,1,Owns Property,Registered,14047,0,0
19311,47830,4,704,2,Owns Property,Registered,20163,1,0
35803,80872,2,589,1,Owns Property,Registered,42978,1,0
24897,72164,2,588,1,Owns Property,Registered,30497,0,0
32274,15643,2,663,2,Rents Property,Not Registered,36978,1,0
36251,35322,0,603,2,Owns Property,Registered,42248,0,0
25700,43984,0,663,2,Owns Property,Registered,28435,1,0
18181,71144,2,634,2,Owns Property,Not Registered,22685,1,0
96735,6913,0,632,2,Rents Property,Registered,102945,0,0
158375,25619,3,696,3,Rents Property,Registered,161685,1,0
25945,59530,1,575,2,Owns Property,Registered,33308,0,0
10935,66099,3,655,3,Owns Property,Not Registered,15489,1,0
24718,38934,2,811,3,Owns Property,Not Registered,26118,1,0
39713,48109,3,645,2,Rents Property,Not Registered,45196,0,0
74177,43408,3,641,3,Rents Property,Not Registered,78572,1,0
24172,73887,2,630,2,Owns Property,Registered,33154,0,0
40468,72605,3,653,1,Owns Property,Registered,44914,1,0
19363,25374,2,683,2,Owns Property,Not Registered,26048,0,0
70400,42293,4,656,2,Owns Property,Registered,74608,0,0
28269,43574,3,606,1,Owns Property,Registered,30061,1,0
44127,60235,1,602,2,Rents Property,Registered,49724,0,0
92083,79494,0,740,1,Owns Property,Registered,97725,1,0
10733,44860,3,683,3,Owns Property,Registered,17594,0,0
103253,61497,0,688,3,Rents Property,Not Registered,104826,0,0
32779,32766,1,642,1,Rents Property,Not Registered,38766,1,0
12355,50472,3,568,2,Owns Property,Registered,18213,1,0
95075,62731,0,721,2,Owns Property,Registered,100772,1,0
45249,53397,3,673,2,Owns Property,Registered,45209,1,0
172542,56933,3,605,1,Rents Property,Registered,179583,1,0
59967,73441,1,538,1,Rents Property,Registered,62808,0,0
142266,86869,0,654,1,Rents Property,Not Registered,149077,1,0
110570,57426,0,709,1,Rents Property,Not Registered,119013,0,0
20031,70457,0,627,1,Owns Property,Registered,26638,1,0
125179,73394,2,724,3,Owns Property,Registered,130692,0,0
22089,83662,3,666,1,Rents Property,Registered,26731,0,0
94082,41152,3,646,3,Owns Property,Registered,99387,0,0
53234,10847,4,658,3,Owns Property,Not Registered,56187,0,0
80537,60517,1,689,3,Rents Property,Registered,86401,1,0
87486,69922,1,700,3,Rents Property,Registered,92152,0,0
83167,51361,2,611,1,Owns Property,Registered,85853,0,0
137324,53744,0,591,3,Owns Property,Not Registered,140396,0,0
61929,61003,3,611,3,Owns Property,Registered,66859,1,0
36197,43442,0,653,3,Owns Property,Registered,38561,0,0
100599,30615,0,708,1,Owns Property,Registered,105695,1,0
87457,20004,2,642,2,Rents Property,Not Registered,94950,0,0
46104,24172,1,642,2,Owns Property,Not Registered,51485,1,0
116774,45664,2,628,3,Owns Property,Registered,121396,0,0
25705,50744,0,700,2,Owns Property,Registered,29151,1,0
29381,43757,0,632,3,Owns Property,Registered,35212,1,0
103583,29301,2,717,3,Owns Property,Registered,105619,1,0
22052,45069,3,643,1,Owns Property,Registered,26847,0,0
43441,45277,2,622,2,Owns Property,Registered,48707,1,0
116270,64395,1,597,2,Owns Property,Registered,119998,1,0
15912,54846,4,727,3,Owns Property,Registered,21463,1,0
120808,48237,1,612,2,Owns Property,Registered,129701,0,0
139116,49769,1,667,1,Owns Property,Registered,145128,0,0
23943,32216,4,721,1,Owns Property,Registered,31317,1,0
72781,54447,4,615,2,Owns Property,Registered,79485,0,0
23135,63968,4,678,1,Owns Property,Registered,31102,1,0
82145,52720,1,640,2,Rents Property,Registered,86203,0,0
25404,37422,2,663,3,Rents Property,Not Registered,26398,1,0
167077,63012,1,694,2,Owns Property,Registered,171464,1,0
17379,59084,2,713,1,Rents Property,Registered,20455,1,0
116144,63301,2,717,2,Owns Property,Registered,120088,1,0
55114,52561,2,675,1,Rents Property,Not Registered,58591,1,0
34648,59207,3,672,3,Rents Property,Registered,40629,1,0
90813,50334,0,688,2,Owns Property,Registered,98656,1,0
62881,55796,0,601,3,Owns Property,Registered,70223,0,0
106253,44213,3,596,3,Owns Property,Registered,111057,0,0
91563,50302,3,704,2,Rents Property,Not Registered,92880,0,0
49262,48353,3,579,2,Rents Property,Registered,52717,0,0
104110,60412,4,651,2,Owns Property,Not Registered,106219,0,0
22881,45470,0,586,3,Rents Property,Registered,27755,0,0
41279,64605,1,643,1,Rents Property,Registered,47799,0,0
28556,31969,2,647,2,Owns Property,Registered,37773,1,0
83261,16576,3,652,3,Owns Property,Registered,88441,0,0
23047,31848,0,694,2,Owns Property,Registered,23695,1,0
31906,48360,3,569,3,Owns Property,Registered,33783,0,0
93239,63546,1,690,1,Rents Property,Registered,97874,1,0
17229,37600,1,627,3,Owns Property,Registered,26012,0,0
64504,30802,2,589,2,Owns Property,Registered,71584,0,1
22413,37965,2,642,1,Owns Property,Not Registered,23934,1,0
59928,61050,4,657,2,Owns Property,Not Registered,61894,1,0
176557,45468,3,742,2,Owns Property,Registered,176672,0,0
110408,47726,2,503,1,Owns Property,Registered,116752,1,0
21951,64305,4,590,2,Rents Property,Registered,25667,1,0
26477,44587,2,640,1,Owns Property,Registered,30143,0,0
93048,64585,0,710,1,Owns Property,Registered,99999,0,0
100752,48671,2,662,3,Rents Property,Registered,103721,0,0
19582,37924,0,691,1,Rents Property,Registered,22652,1,0
62836,60550,4,634,2,Rents Property,Not Registered,68204,0,0
32941,58807,4,711,3,Rents Property,Registered,37594,1,0
44470,55667,2,619,3,Owns Property,Registered,51275,0,0
21887,81967,0,580,2,Rents Property,Registered,24757,0,0
127897,62737,4,615,1,Rents Property,Registered,133448,1,0
70803,32753,0,667,3,Owns Property,Registered,74866,1,0
31030,53547,4,675,1,Rents Property,Not Registered,35649,0,0
52193,60560,1,680,2,Owns Property,Not Registered,56799,0,0
33460,54586,3,534,2,Rents Property,Registered,37407,0,1
15086,38548,4,690,1,Rents Property,Not Registered,21756,0,0
83119,37792,3,630,1,Rents Property,Registered,88408,0,0
88297,31774,4,673,3,Owns Property,Registered,90731,0,0
13860,54790,3,565,1,Owns Property,Registered,19267,1,0
43872,41762,1,582,3,Owns Property,Registered,48050,0,0
56315,38183,2,635,2,Owns Property,Not Registered,60352,1,0
47171,42772,2,682,1,Rents Property,Registered,53478,0,0
